STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990,geometry
03183000,"SECOND CREEK NEAR SECOND CREEK, WV",Ref,EastHghlnds,219.9314,05,37.684845,-80.456737,WV,,,30.0,26.0,2.0,POINT (1351705.196765763 1738289.261813597)
03185400,"NEW RIVER AT THURMOND, WV",Non-ref,EastHghlnds,17348.47,05,37.955113,-81.076488,WV,,yes,28.0,28.0,20.0,POINT (1293524.939298491 1759567.099342126)
03186500,"WILLIAMS RIVER AT DYER, WV",Ref,EastHghlnds,329.6805,05,38.378999,-80.483974,WV,yes,yes,80.0,60.0,20.0,POINT (1336711.288461466 1814670.052161914)
03187500,"CRANBERRY RIVER NEAR RICHWOOD, WV",Ref,EastHghlnds,207.415,05,38.29539,-80.526475,WV,yes,yes,50.0,45.0,20.0,POINT (1334601.394465591 1804825.591819215)
03189100,"GAULEY RIVER NEAR CRAIGSVILLE, WV",Non-ref,EastHghlnds,1369.11,05,38.290945,-80.640924,WV,,yes,42.0,42.0,20.0,POINT (1324896.67202673 1802732.439920466)
03189600,"GAULEY RIVER BELOW SUMMERSVILLE, WV",Non-ref,EastHghlnds,2084.672,05,38.21511,-80.888154,WV,,,33.0,33.0,14.0,POINT (1305097.799929705 1790920.471865873)
03191500,"PETERS CREEK NEAR LOCKWOOD, WV",Non-ref,EastHghlnds,104.7309,05,38.262607,-81.023158,WV,,yes,37.0,33.0,8.0,POINT (1292700.051728987 1794332.398129309)
03193000,"KANAWHA RIVER AT KANAWHA FALLS, WV",Non-ref,EastHghlnds,21702.95,05,38.138163,-81.214274,WV,,yes,110.0,60.0,20.0,POINT (1278499.778155335 1777969.313410975)
03195500,"ELK RIVER AT SUTTON, WV",Non-ref,EastHghlnds,1401.769,05,38.663156,-80.709541,WV,,,54.0,43.0,3.0,POINT (1312345.316150188 1842958.911710084)
03196600,"ELK RIVER NEAR FRAMETOWN, WV",Non-ref,EastHghlnds,1943.463,05,38.592322,-80.884547,WV,,,23.0,23.0,0.0,POINT (1298710.059017116 1832716.59366351)
03196800,"ELK RIVER AT CLAY, WV",Non-ref,EastHghlnds,2568.768,05,38.460657,-81.087609,WV,,,20.0,20.0,0.0,POINT (1283713.872443083 1815383.487121471)
03197000,"ELK RIVER AT QUEEN SHOALS, WV",Non-ref,EastHghlnds,2950.136,05,38.470932,-81.284006,WV,,yes,81.0,60.0,20.0,POINT (1266765.914396647 1813885.864257124)
03198000,"KANAWHA RIVER AT CHARLESTON, WV",Non-ref,EastHghlnds,27095.16,05,38.371484,-81.70207,WV,,yes,69.0,60.0,20.0,POINT (1232725.249329783 1797370.867799477)
03198350,"CLEAR FORK AT WHITESVILLE, WV",Ref,EastHghlnds,165.0266,05,37.966219,-81.524278,WV,,yes,10.0,10.0,10.0,POINT (1254828.35852612 1754793.199942961)
03199000,"LITTLE COAL RIVER AT DANVILLE, WV",Non-ref,EastHghlnds,696.3111,05,38.079823,-81.836235,WV,,,54.0,35.0,0.0,POINT (1226098.435058632 1763310.017947778)
03200500,"COAL RIVER AT TORNADO, WV",Non-ref,EastHghlnds,2223.267,05,38.338983,-81.841518,WV,,yes,52.0,47.0,19.0,POINT (1221332.73920433 1791968.161619938)
03201980,Little Raccoon Creek near Ewington OH,Non-ref,EastHghlnds,256.6818,05,39.01063,-82.452102,OH,,yes,10.0,10.0,10.0,POINT (1158332.383521311 1858807.384852826)
03202400,"GUYANDOTTE RIVER NEAR BAILEYSVILLE, WV",Non-ref,EastHghlnds,792.7677,05,37.604,-81.64511,WV,,yes,41.0,41.0,20.0,POINT (1250543.091111588 1713069.836768075)
03202750,"CLEAR FORK AT CLEAR FORK, WV",Non-ref,EastHghlnds,327.1086,05,37.623166,-81.707334,WV,,yes,35.0,35.0,20.0,POINT (1244841.513722431 1714376.509987174)
03203600,"GUYANDOTTE RIVER AT LOGAN, WV",Non-ref,EastHghlnds,2158.022,05,37.842326,-81.975957,WV,,yes,47.0,47.0,20.0,POINT (1218005.506627954 1735186.435453783)
03204000,"GUYANDOTTE RIVER AT BRANCHLAND, WV",Non-ref,EastHghlnds,3171.024,05,38.220923,-82.202642,WV,,,66.0,44.0,4.0,POINT (1192318.185852444 1774292.253720599)
03204500,"MUD RIVER NEAR MILTON, WV",Non-ref,EastHghlnds,659.1996,05,38.388422,-82.113196,WV,,,42.0,31.0,0.0,POINT (1197259.227646678 1793992.306989416)
03206600,"EAST FORK TWELVEPOLE CREEK NEAR DUNLOW, WV",Non-ref,EastHghlnds,99.585,05,38.017316,-82.295977,WV,,yes,45.0,45.0,20.0,POINT (1187588.145012154 1750540.879242575)
03207500,"LEVISA FORK NEAR GRUNDY, VA",Non-ref,EastHghlnds,618.1218,05,37.297888,-82.125968,VA,,,35.0,27.0,0.0,POINT (1213946.339186885 1672906.918146227)
03207800,"LEVISA FORK AT BIG ROCK, VA",Non-ref,EastHghlnds,768.5802,05,37.35372,-82.195693,VA,,yes,42.0,42.0,20.0,POINT (1206982.945668492 1678209.298422728)
03213500,"PANTHER CREEK NEAR PANTHER, WV",Non-ref,EastHghlnds,80.3709,05,37.445556,-81.871111,WV,,yes,46.0,43.0,6.0,POINT (1233631.436133472 1692557.97464184)
03214500,"TUG FORK AT KERMIT, WV",Non-ref,EastHghlnds,3309.055,05,37.837319,-82.408758,KY,,yes,31.0,24.0,20.0,POINT (1180756.999568986 1729168.878562283)
03219500,Scioto River near Prospect OH,Non-ref,CntlPlains,1469.508,05,40.419504,-83.197137,OH,,yes,77.0,60.0,20.0,POINT (1073825.148592065 2006418.771726575)
03228300,Big Walnut Creek at Sunbury OH,Non-ref,NorthEast,262.8486,05,40.236174,-82.851289,OH,,yes,21.0,21.0,20.0,POINT (1105482.432656195 1990037.494926174)
03231500,Scioto River at Chillicothe OH,Non-ref,CntlPlains,9971.048,05,39.341453,-82.971013,OH,,yes,89.0,60.0,20.0,POINT (1109182.45734278 1889333.079217371)
03232470,Paint Creek near Bainbridge OH,Non-ref,CntlPlains,1474.53,05,39.252287,-83.349358,OH,,,24.0,24.0,2.0,POINT (1078492.93871147 1875076.067532446)
03234300,Paint Creek at Chillicothe OH,Non-ref,CntlPlains,2944.457,05,39.320342,-82.978235,OH,,yes,24.0,24.0,20.0,POINT (1108894.64520772 1886904.995102905)
03234500,Scioto River at Higby OH,Non-ref,CntlPlains,13284.22,05,39.212289,-82.863785,OH,,yes,79.0,60.0,20.0,POINT (1120247.578805923 1876251.636507928)
03238745,"TWELVEMILE CREEK AT HIGHWAY 1997 NR ALEXANDRIA, KY",Non-ref,SEPlains,101.2374,05,38.951453,-84.338271,KY,,yes,8.0,8.0,8.0,POINT (998754.9432295847 1830825.533805425)
03238772,"FOURMILE CREEK AT POPLAR RIDGE RD NR ALEXANDRIA,KY",Non-ref,SEPlains,7.3044,05,38.98667,-84.36528,KY,,yes,8.0,8.0,8.0,POINT (995971.3276415528 1834459.685209602)
03254480,"CRUISES CREEK AT HWY 17 NR PINER, KY",Non-ref,SEPlains,46.5831,05,38.844444,-84.532222,KY,,yes,7.0,7.0,7.0,POINT (983669.4512947975 1816897.296909407)
03254550,"BANKLICK CREEK @ HIGHWAY 1829 NR ERLANGER, KY",Non-ref,SEPlains,56.8728,05,38.98,-84.54222,KY,,yes,9.0,9.0,9.0,POINT (980988.615822646 1831877.177682746)
03260100,"ELIJAHS CREEK @ ELIJAHS CREEK RD NR HEBRON, KY",Non-ref,SEPlains,9.7173,05,39.079722,-84.685278,KY,,yes,10.0,10.0,10.0,POINT (967471.0174901629 1841507.5129725)
03261500,Great Miami River at Sidney OH,Non-ref,CntlPlains,1403.33,05,40.286994,-84.149943,OH,,yes,95.0,60.0,20.0,POINT (996187.317021884 1981321.737928821)
03262001,"WOOLPER CREEK AT WOOLPER ROAD NEAR BURLINGTON, KY",Non-ref,SEPlains,62.6679,05,39.03,-84.804167,KY,,yes,8.0,8.0,8.0,POINT (958007.703465014 1834769.234477519)
03265000,Stillwater River at Pleasant Hill OH,Non-ref,CntlPlains,1301.006,05,40.057829,-84.356059,OH,,yes,87.0,60.0,20.0,POINT (982085.4854844266 1953697.427053671)
03277075,"GUNPOWDER CR AT CAMP ERNST RD NR UNION, KY",Non-ref,SEPlains,95.5251,05,38.994167,-84.716111,KY,,yes,10.0,10.0,10.0,POINT (965982.9501823841 1831672.421667435)
03277130,"MUD LICK CR AT HWY 42 NR BEAVERLICK, KY",Non-ref,SEPlains,94.2228,05,38.845064,-84.72078,KY,,yes,8.0,8.0,8.0,POINT (967563.9748290817 1815030.543606757)
03287500,"KENTUCKY RIVER AT LOCK 4 AT FRANKFORT, KY",Non-ref,EastHghlnds,13742.57,05,38.201739,-84.881617,KY,,yes,81.0,59.0,19.0,POINT (962247.3782813005 1741789.699062673)
03292500,"SOUTH FORK BEARGRASS CREEK AT LOUISVILLE, KY",Non-ref,SEPlains,45.3042,05,38.211459,-85.702461,KY,,yes,51.0,46.0,20.0,POINT (891378.4898312944 1734866.968119547)
03293000,"M FK BEARGRASS CR AT OLD CANNONS LN AT LOUISVILLE,",Non-ref,SEPlains,48.7755,05,38.237293,-85.664683,KY,,yes,64.0,59.0,20.0,POINT (894321.4578849711 1738100.450767834)
03294550,"MILL CREEK CUTOFF NEAR LOUISVILLE, KY",Non-ref,SEPlains,78.4512,05,38.17757,-85.866909,KY,,yes,16.0,16.0,15.0,POINT (877602.2024497415 1729559.867050578)
03306000,"GREEN RIVER NEAR CAMPBELLSVILLE, KY",Non-ref,SEPlains,1767.161,05,37.240341,-85.347185,KY,,,32.0,31.0,5.0,POINT (934180.07228503 1630101.239903548)
03306500,"GREEN RIVER AT GREENSBURG, KY",Non-ref,SEPlains,1906.271,05,37.253671,-85.503022,KY,,yes,40.0,30.0,4.0,POINT (920405.615728289 1630065.177737871)
03307000,"RUSSELL CREEK NEAR COLUMBIA, KY",Non-ref,SEPlains,460.6218,05,37.119228,-85.393852,KY,,yes,70.0,60.0,20.0,POINT (931616.1936683737 1616156.290385585)
03308500,"GREEN RIVER AT MUNFORDVILLE, KY",Non-ref,SEPlains,4347.185,05,37.268108,-85.886082,KY,,yes,83.0,60.0,20.0,POINT (886775.2291144758 1628031.320624174)
03311500,"GREEN RIVER AT LOCK 6 AT BROWNSVILLE, KY",Non-ref,SEPlains,7157.958,05,37.206992,-86.261087,KY,,,61.0,43.0,3.0,POINT (854713.3215871007 1617783.915680177)
03313000,"BARREN RIVER NEAR FINNEY, KY",Non-ref,SEPlains,2438.457,05,36.895046,-86.133873,KY,,,43.0,35.0,5.0,POINT (869460.3808899749 1584169.758232404)
03323500,WABASH RIVER AT HUNTINGTON IND,Non-ref,CntlPlains,1987.008,05,40.855601,-85.498031,IN,,,50.0,50.0,12.0,POINT (876326.5315474893 2031291.139728496)
03324500,"SALAMONIE RIVER AT DORA, IND.",Non-ref,CntlPlains,1440.648,05,40.811711,-85.68387,IN,,,78.0,53.0,13.0,POINT (861413.4204611892 2024706.293532961)
03327000,"MISSISSINEWA RIVER AT PEORIA, IND.",Non-ref,CntlPlains,2096.787,05,40.723375,-85.957489,IN,,,49.0,49.0,12.0,POINT (839695.5539029423 2012421.037901483)
03353611,"WHITE R. AT STOUT GEN. STN. AT INDIANAPOLIS, IN",Non-ref,CntlPlains,4857.155,05,39.714489,-86.200543,IN,,yes,17.0,17.0,17.0,POINT (831080.1536525501 1897871.878252746)
03354000,"WHITE RIVER NEAR CENTERTON, IN",Non-ref,CntlPlains,6324.648,05,39.497548,-86.40055,IN,,yes,63.0,60.0,20.0,POINT (816627.7445083458 1871952.995599433)
03357330,"BIG WALNUT CREEK NEAR ROACHDALE, IN",Ref,CntlPlains,340.0894,05,39.816157,-86.75334,IN,,yes,7.0,7.0,7.0,POINT (783243.8349307381 1904512.326633069)
03359000,"MILL CREEK NEAR MANHATTAN, IND.",Non-ref,CntlPlains,761.869,05,39.487544,-86.924734,IN,,,63.0,53.0,13.0,POINT (772281.7256978952 1866455.247685095)
03372500,SALT CREEK NEAR HARRODSBURG IND,Non-ref,SEPlains,1120.253,05,39.004493,-86.508606,IN,,,44.0,44.0,11.0,POINT (812975.9746340337 1816045.295705005)
03373980,"WHITE RIVER ABOVE PETERSBURG, IN",Non-ref,CntlPlains,28789.47,05,38.52838,-87.2539,IN,,yes,8.0,8.0,5.0,POINT (754230.9909627188 1756779.725891678)
03374500,"PATOKA RIVER NEAR CUZCO, IN",Non-ref,SEPlains,435.438,05,38.442,-86.714159,IN,,,40.0,40.0,12.0,POINT (801576.9122915767 1751559.254993695)
03400800,"MARTINS FORK NEAR SMITH, KY",Non-ref,EastHghlnds,144.2151,05,36.75231,-83.257401,KY,,,33.0,33.0,15.0,POINT (1123741.500268491 1598456.2813247)
03410210,"SOUTH FK CUMBERLAND RIVER AT LEATHERWOOD FORD, TN",Ref,EastHghlnds,2088.332,05,36.477381,-84.669368,TN,,yes,13.0,13.0,9.0,POINT (1003514.411823277 1552099.379207438)
03428200,"WEST FORK STONES RIVER AT MURFREESBORO, TN",Non-ref,SEPlains,457.5231,05,35.902842,-86.429992,TN,,yes,32.0,32.0,20.0,POINT (854627.2205914423 1470925.574921528)
03433640,"COPPERAS BRANCH NEAR KINGFIELD, TN",Non-ref,SEPlains,4.9581,05,35.905343,-87.098895,TN,,yes,5.0,5.0,5.0,POINT (795047.6149987688 1465398.524402091)
03433641,"KELLEY CREEK NEAR KINGFIELD, TN",Ref,SEPlains,5.7366,05,35.90534,-87.09778,TN,,yes,4.0,4.0,4.0,POINT (795146.9468774971 1465407.51862083)
03438220,"CUMBERLAND RIVER NEAR GRAND RIVERS, KY",Non-ref,SEPlains,45576.82,05,37.021722,-88.223085,KY,,,56.0,47.0,8.0,POINT (684653.2888170533 1581219.566655923)
03460000,"CATALOOCHEE CREEK NEAR CATALOOCHEE, NC",Ref,EastHghlnds,127.019,06,35.6675,-83.073611,NC,yes,yes,65.0,50.0,20.0,POINT (1156325.165492546 1480270.950993506)
03460795,"PIGEON R BL POWER PLANT NR WATERVILLE, NC",Non-ref,EastHghlnds,1388.0,06,35.78361,-83.11194,NC,,yes,12.0,12.0,12.0,POINT (1151159.98904282 1492685.491666161)
03473000,"S F HOLSTON RIVER NEAR DAMASCUS, VA",Ref,EastHghlnds,784.8126,06,36.651781,-81.84401,VA,yes,yes,78.0,60.0,20.0,POINT (1249180.017629255 1604952.183354857)
03490000,"N F HOLSTON RIVER NEAR GATE CITY, VA",Ref,EastHghlnds,1739.824,06,36.608711,-82.567931,VA,,,50.0,32.0,0.0,POINT (1186415.673772826 1590901.13179858)
03495500,"HOLSTON RIVER NEAR KNOXVILLE, TN",Non-ref,EastHghlnds,9698.872,06,36.015639,-83.83157,TN,,,60.0,41.0,4.0,POINT (1083927.16935066 1509979.06958322)
03497300,"LITTLE RIVER ABOVE TOWNSEND, TN",Ref,EastHghlnds,270.9224,06,35.664533,-83.711282,TN,,yes,45.0,45.0,19.0,POINT (1099651.995271277 1472372.921142032)
0351706800,"CHEOAH RIVER NR BEARPEN GAP NR TAPOCO, NC",Non-ref,EastHghlnds,533.133,06,35.438333,-83.918889,NC,,yes,10.0,10.0,10.0,POINT (1084385.75231866 1444873.641442599)
03519500,"LITTLE TENNESSEE RIVER AT MCGHEE, TENN",Non-ref,EastHghlnds,6325.262,06,35.604487,-84.211568,TN,,,64.0,20.0,0.0,POINT (1055950.562576719 1460030.607486077)
03526000,"COPPER CREEK NEAR GATE CITY, VA",Ref,EastHghlnds,276.5187,06,36.673988,-82.56571,VA,,,27.0,25.0,2.0,POINT (1185580.201132031 1598168.850479869)
03527000,"CLINCH RIVER AT SPEERS FERRY, VA",Non-ref,EastHghlnds,2916.39,06,36.648708,-82.750438,VA,,yes,67.0,38.0,8.0,POINT (1169777.939465901 1593075.392440327)
03528000,"CLINCH RIVER ABOVE TAZEWELL, TN",Non-ref,EastHghlnds,3815.792,06,36.425087,-83.398235,TN,,yes,90.0,60.0,20.0,POINT (1116241.676085381 1560464.625095179)
03529500,"POWELL RIVER AT BIG STONE GAP, VA",Non-ref,EastHghlnds,290.8359,06,36.868985,-82.775439,VA,,yes,26.0,21.0,8.0,POINT (1164161.792672321 1617208.264818097)
03532000,"POWELL RIVER NEAR ARTHUR, TN",Non-ref,EastHghlnds,1780.948,06,36.542146,-83.630331,TN,,yes,75.0,45.0,13.0,POINT (1094098.335426779 1570765.318567086)
03558000,"TOCCOA RIVER NEAR DIAL, GA.",Ref,EastHghlnds,456.6915,06,34.790085,-84.239916,GA,,,83.0,47.0,7.0,POINT (1064673.416991383 1369276.216704467)
03571000,"SEQUATCHIE RIVER NEAR WHITWELL, TN",Non-ref,EastHghlnds,1000.612,06,35.206579,-85.497098,TN,,yes,81.0,52.0,12.0,POINT (946209.2702108497 1402256.347934581)
03584500,"ELK RIVER NEAR PROSPECT, TN",Non-ref,SEPlains,4623.327,06,35.027583,-86.947784,TN,,,73.0,40.0,0.0,POINT (817848.9686321273 1368867.861510295)
03597860,"DUCK RIVER AT SHELBYVILLE, TN",Non-ref,SEPlains,1098.201,06,35.4829,-86.462597,TN,,yes,0.0,0.0,0.0,POINT (856435.7852865709 1423854.35168054)
03598000,"DUCK RIVER NEAR SHELBYVILLE, TN",Non-ref,SEPlains,1245.047,06,35.48035,-86.499161,TN,,yes,75.0,60.0,20.0,POINT (853191.8927348966 1423241.460008044)
03601630,"LOCKE BRANCH NEAR BENDING CHESTNUT, TN",Ref,SEPlains,1.9845,06,35.87201,-87.103895,TN,,yes,3.0,3.0,3.0,POINT (794951.2032836225 1461640.632608995)
03603000,"DUCK RIVER ABOVE HURRICANE MILLS, TN",Non-ref,SEPlains,6624.778,06,35.930063,-87.743079,TN,,yes,71.0,47.0,7.0,POINT (737419.3995966138 1462961.414714875)
03604000,"BUFFALO RIVER NEAR FLAT WOODS, TN",Ref,SEPlains,1163.026,06,35.495906,-87.832804,TN,yes,yes,89.0,60.0,20.0,POINT (733598.162439874 1413841.024495471)
04014500,"BAPTISM RIVER NEAR BEAVER BAY, MN",Ref,MxWdShld,344.7918,04,47.337417,-91.200719,MN,,,61.0,44.0,4.0,POINT (364661.2903900707 2714218.231697632)
04015500,"SECOND CREEK NEAR AURORA, MN",Non-ref,MxWdShld,57.8241,04,47.523536,-92.193231,MN,,,25.0,25.0,0.0,POINT (288469.7711577968 2731352.935863886)
04016000,"PARTRIDGE RIVER NEAR AURORA, MN",Non-ref,MxWdShld,27.0261,04,47.517147,-92.190176,MN,,,40.0,33.0,0.0,POINT (288729.4516737743 2730657.044724897)
04018750,"ST. LOUIS RIVER AT FORBES, MN",Non-ref,MxWdShld,1854.257,04,47.363265,-92.599076,MN,,,25.0,25.0,0.0,POINT (258363.1543896956 2712488.777797491)
04019000,"WEST TWO RIVER NEAR IRON JUNCTION, MN",Non-ref,MxWdShld,171.6219,04,47.40132,-92.702963,MN,,,23.0,23.0,0.0,POINT (250328.3099320658 2716413.950394743)
04024000,"ST. LOUIS RIVER AT SCANLON, MN",Non-ref,MxWdShld,8840.52,04,46.703276,-92.418802,MN,,yes,101.0,60.0,20.0,POINT (274803.1898085788 2640018.281297415)
04027000,"BAD RIVER NEAR ODANAH, WI",Ref,MxWdShld,1619.847,04,46.486614,-90.696297,WI,yes,yes,69.0,60.0,20.0,POINT (408203.6824691472 2622227.277043276)
04040000,"ONTONAGON RIVER NEAR ROCKLAND, MI",Non-ref,MxWdShld,3494.206,04,46.720774,-89.207086,MI,,yes,67.0,60.0,20.0,POINT (520795.243450583 2655398.932565614)
04041500,"STURGEON RIVER NEAR ALSTON, MI",Non-ref,MxWdShld,869.9346,04,46.726323,-88.662079,MI,,yes,75.0,60.0,20.0,POINT (562452.1441708853 2659118.029112556)
04043150,"SILVER RIVER NEAR L'ANSE, MI",Ref,MxWdShld,169.3359,04,46.804097,-88.317072,MI,,yes,8.0,8.0,8.0,POINT (588145.0650840193 2669792.536671798)
04043238,"SALMON TROUT RIVER NEAR BIG BAY, MI",Ref,MxWdShld,14.0796,04,46.782148,-87.87763,MI,,yes,4.0,4.0,4.0,POINT (621913.0659600467 2670168.172215665)
04043244,"EAST BRANCH SALMON TROUT RIVER NEAR DODGE CITY, MI",Ref,MxWdShld,26.6292,04,46.785759,-87.852352,MI,,yes,4.0,4.0,4.0,POINT (623809.5724428474 2670732.250694199)
04043275,"YELLOW DOG RIVER NEAR BIG BAY, MI",Ref,MxWdShld,84.35609,04,46.713539,-87.840687,MI,,yes,4.0,4.0,4.0,POINT (625386.3494553793 2662840.139095259)
04059000,"ESCANABA RIVER AT CORNELL, MI",Non-ref,MxWdShld,2256.997,04,45.908573,-87.213748,MI,,yes,59.0,59.0,20.0,POINT (681548.4417416001 2578239.769268642)
04063700,"POPPLE RIVER NEAR FENCE, WI",Ref,MxWdShld,362.5712,04,45.76357,-88.463178,WI,yes,yes,46.0,46.0,20.0,POINT (586126.109265446 2553863.813245604)
04072150,"DUCK CREEK NEAR HOWARD, WI",Non-ref,CntlPlains,280.7126,04,44.535833,-88.129722,WI,,yes,21.0,21.0,20.0,POINT (623297.5104346423 2419866.002887107)
04077630,"RED RIVER AT MORGAN ROAD NEAR MORGAN, WI",Non-ref,CntlPlains,306.9972,04,44.898031,-88.844273,WI,,yes,17.0,17.0,17.0,POINT (563786.0865901079 2455608.206909414)
04082400,"FOX RIVER AT OSHKOSH, WI",Non-ref,CntlPlains,13767.2,04,44.013595,-88.540947,WI,,yes,1.0,1.0,1.0,POINT (595362.5751267535 2359212.347917398)
04084445,"FOX RIVER AT APPLETON, WI",Non-ref,CntlPlains,15441.28,04,44.248042,-88.423163,WI,,yes,23.0,23.0,20.0,POINT (602662.2977772923 2386011.009763062)
04085119,"BOWER CREEK @ COUNTY TRNK HIGHWAY MM NR DE PERE,WI",Ref,CntlPlains,36.1404,04,44.422493,-87.940099,WI,,yes,7.0,7.0,7.0,POINT (639348.9944439941 2408543.050418681)
040851325,"BAIRD CREEK AT SUPERIOR ROAD AT GREEN BAY, WI",Non-ref,CntlPlains,52.00056,04,44.501104,-87.936212,WI,,yes,5.0,5.0,5.0,POINT (638914.3261068646 2417295.908315383)
04086500,"CEDAR CREEK NEAR CEDARBURG, WI",Non-ref,CntlPlains,309.9249,04,43.32306,-87.978701,WI,,yes,71.0,52.0,19.0,POINT (646632.7214419194 2286088.16884677)
04087000,"MILWAUKEE RIVER AT MILWAUKEE, WI",Non-ref,CntlPlains,1805.202,04,43.100012,-87.908974,WI,,yes,95.0,60.0,20.0,POINT (654358.2792490359 2261746.418506687)
040871488,"WILSON PARK CR @ ST. LUKES HOSPTL @ MILWAUKEE, WI",Non-ref,CntlPlains,28.9269,04,42.98974,-87.95203,WI,,yes,11.0,11.0,11.0,POINT (651926.4182918979 2249177.234605787)
04087159,"KINNICKINNIC RIVER @ S. 11TH STREET @ MILWAUKEE,WI",Non-ref,CntlPlains,47.9169,04,42.997515,-87.926474,WI,,yes,27.0,27.0,20.0,POINT (653917.9456231804 2250218.241128851)
04087204,"OAK CREEK AT SOUTH MILWAUKEE, WI",Non-ref,CntlPlains,66.79314,04,42.925016,-87.870082,WI,,yes,46.0,46.0,20.0,POINT (659166.3575618183 2242537.896280599)
04087240,"ROOT RIVER AT RACINE, WI",Non-ref,CntlPlains,491.4198,04,42.751408,-87.823688,WI,,yes,46.0,46.0,20.0,POINT (664585.6212046881 2223533.752367266)
04101500,"ST. JOSEPH RIVER AT NILES, MI",Non-ref,CntlPlains,9623.396,04,41.829214,-86.259732,MI,,yes,79.0,60.0,20.0,POINT (801847.9210994639 2132933.97145165)
04121944,"LITTLE MUSKEGON RIVER NEAR OAK GROVE, MI",Non-ref,CntlPlains,953.5609,04,43.430858,-85.595599,MI,,yes,14.0,14.0,14.0,POINT (836750.4235486595 2316667.505724669)
04121970,"MUSKEGON RIVER NEAR CROTON, MI",Non-ref,MxWdShld,6050.763,04,43.434746,-85.665324,MI,,yes,14.0,14.0,14.0,POINT (831118.0391026185 2316487.099567159)
04124000,"MANISTEE RIVER NEAR SHERMAN, MI",Ref,MxWdShld,2243.628,04,44.436392,-85.698679,MI,yes,yes,87.0,60.0,20.0,POINT (816360.5632236133 2427252.326085163)
04124200,"MANISTEE RIVER NEAR MESICK, MI",Non-ref,MxWdShld,2553.944,04,44.36306,-85.820905,MI,,yes,12.0,12.0,12.0,POINT (807585.2432584496 2418084.225306093)
04125460,"PINE RIVER AT HIGH SCHOOL BRIDGE NR HOXEYVILLE, MI",Ref,CntlPlains,636.9795,04,44.19334,-85.769786,MI,,yes,43.0,43.0,13.0,POINT (813657.6026588834 2399713.132922993)
04125550,"MANISTEE RIVER NEAR WELLSTON, MI",Non-ref,MxWdShld,3582.239,04,44.25945,-85.941742,MI,,yes,13.0,13.0,13.0,POINT (799254.214308913 2405581.009412747)
04126970,"BOARDMAN R ABOVE BROWN BRIDGE ROAD NR MAYFIELD, MI",Ref,MxWdShld,327.0762,04,44.65667,-85.436731,MI,,yes,12.0,12.0,12.0,POINT (834313.2074197649 2453916.709634412)
04127800,"JORDAN RIVER NEAR EAST JORDAN, MI",Non-ref,MxWdShld,173.5164,04,45.102507,-85.098112,MI,,yes,43.0,43.0,20.0,POINT (855262.1753432773 2506236.336476457)
04136000,"AU SABLE RIVER NEAR RED OAK, MI",Ref,MxWdShld,2882.075,04,44.676959,-84.292515,MI,,yes,20.0,14.0,14.0,POINT (923973.4398795011 2466745.856725402)
04136500,"AU SABLE RIVER AT MIO, MI",Non-ref,MxWdShld,3524.812,04,44.660014,-84.131117,MI,,yes,57.0,57.0,20.0,POINT (936880.4705960801 2466453.484038789)
04136900,"AU SABLE RIVER NEAR MC KINLEY, MI",Non-ref,MxWdShld,3916.2,04,44.612778,-83.837778,MI,,yes,13.0,13.0,13.0,POINT (960581.8156880377 2464163.260154732)
04137005,"AU SABLE RIVER NEAR CURTISVILLE, MI",Non-ref,MxWdShld,4144.092,04,44.560847,-83.802764,MI,,yes,13.0,13.0,13.0,POINT (964072.4158681782 2458781.075219069)
04137500,"AU SABLE RIVER NEAR AU SABLE, MI",Non-ref,MxWdShld,4529.236,04,44.436404,-83.433861,MI,,yes,22.0,22.0,20.0,POINT (994890.7769948523 2448837.432122091)
04159492,"BLACK RIVER NEAR JEDDO, MI",Non-ref,CntlPlains,1197.787,04,43.152527,-82.624092,MI,,yes,65.0,60.0,20.0,POINT (1078683.599049832 2315777.07113121)
04160800,"SASHABAW CREEK NEAR DRAYTON PLAINS, MI",Non-ref,CntlPlains,54.5733,04,42.720031,-83.353551,MI,,yes,50.0,50.0,20.0,POINT (1026626.08542392 2259829.845470944)
04160900,"CLINTON RIVER NEAR DRAYTON PLAINS, MI",Non-ref,CntlPlains,203.3918,04,42.660309,-83.390216,MI,,yes,50.0,50.0,20.0,POINT (1024550.175968709 2252818.396670853)
04161000,"CLINTON RIVER AT AUBURN HILLS, MI",Non-ref,CntlPlains,320.796,04,42.633366,-83.224378,MI,,yes,35.0,32.0,6.0,POINT (1038347.468631809 2251633.783316412)
04161540,"PAINT CREEK AT ROCHESTER, MI",Non-ref,CntlPlains,186.0203,04,42.688366,-83.142989,MI,,yes,50.0,50.0,20.0,POINT (1044093.081730343 2258616.778984166)
04161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Non-ref,CntlPlains,802.8077,04,42.614478,-83.026593,MI,,yes,13.0,13.0,9.0,POINT (1054610.698454782 2251719.869816845)
04164000,"CLINTON RIVER NEAR FRASER, MI",Non-ref,CntlPlains,1143.005,04,42.577257,-82.951311,MI,,yes,62.0,60.0,20.0,POINT (1061261.447505212 2248436.375887046)
